carat,cut,color,clarity,depth,table,x,y,z,price
1.51,Very Good,D,VS2,63.2,58,7.29,7.33,4.62,14416
1.02,Premium,H,VS1,62.1,59,6.43,6.38,3.98,5569
1.2,Premium,E,I1,62.3,60,6.78,6.71,4.2,3871
0.7,Premium,E,VS1,62.9,61,5.65,5.57,3.53,3175
2.14,Ideal,I,VS2,62.2,57,8.22,8.19,5.1,13844
1.22,Premium,E,I1,60.9,57,6.93,6.88,4.21,2862
0.75,Ideal,E,VS2,62,56,5.82,5.85,3.62,3120
0.7,Ideal,G,SI1,61.9,58,5.66,5.69,3.51,2567
0.7,Very Good,H,VS1,59.5,60,5.74,5.76,3.42,2421
1.01,Premium,H,SI2,60.1,58,6.55,6.52,3.93,3620
0.5,Ideal,E,VVS2,62.2,54,5.09,5.11,3.17,2889
1.41,Premium,H,VS2,61.2,60,7.21,7.17,4.4,8812
0.7,Good,E,VVS2,60.1,63,5.68,5.71,3.42,2857
1.61,Good,H,SI2,63.8,62,7.38,7.35,4.7,9169
1.75,Premium,F,SI2,58,59,7.97,7.92,4.61,8820
1.71,Premium,H,SI2,62.3,58,7.66,7.62,4.76,10534
0.71,Very Good,D,VS1,62.9,57,5.6,5.66,3.54,2910
1.24,Ideal,H,VS2,60.8,56,6.92,6.96,4.22,8257
0.7,Good,F,SI2,64.1,59,5.53,5.58,3.56,2390
1.01,Premium,G,SI2,62.1,61,6.38,6.27,3.93,4038
0.9,Very Good,F,SI1,62.5,60,6.05,6.11,3.8,3950
0.7,Very Good,F,VS2,62.3,61,5.55,5.62,3.48,2593
1.01,Ideal,F,VS1,60.9,57,6.52,6.49,3.96,8077
2.1,Premium,I,VS2,59.2,60,8.38,8.35,4.95,13753
1.2,Premium,J,SI1,61.4,59,6.87,6.82,4.2,4838
1.29,Very Good,J,VS2,61.3,60,6.96,6.98,4.27,5068
1.17,Ideal,G,VS1,61.7,57,6.71,6.75,4.15,9326
0.7,Good,E,SI1,58.3,64,5.77,5.69,3.34,2370
1.03,Premium,H,SI2,60.7,59,6.48,6.54,3.95,4078
0.96,Fair,E,SI2,65.6,58,6.11,6.15,4.02,3533
0.96,Premium,J,SI1,60.3,59,6.4,6.36,3.85,3269
0.78,Ideal,E,VS2,61.4,56,5.91,5.95,3.64,3582
1.04,Ideal,H,SI2,61.7,57,6.54,6.49,4.02,4543
1.51,Premium,F,VS2,62,59,7.37,7.18,4.51,13945
1.25,Ideal,H,SI2,61.2,57,6.89,6.93,4.23,5706
1.01,Premium,G,VS1,62.6,59,6.38,6.46,4.02,6499
1.5,Premium,E,SI2,61.2,59,7.41,7.36,4.52,10080
0.61,Ideal,D,VVS2,62.2,54,5.41,5.45,3.38,3397
1.24,Premium,I,VS2,60.2,58,6.98,6.93,4.19,6257
1.51,Ideal,H,VS1,61.2,58,7.36,7.42,4.52,10186
0.7,Premium,E,VS2,62.6,56,5.71,5.66,3.56,2822
1.55,Ideal,J,VS2,61.7,55,7.38,7.43,4.58,8088
1.09,Ideal,F,VS1,61.7,57,6.58,6.62,4.07,8730
0.74,Very Good,E,VS1,62.8,59,5.68,5.76,3.59,3416
1,Fair,G,SI1,65.2,62,6.19,6.08,4.01,3965
0.72,Ideal,F,VS1,61.1,56,5.76,5.79,3.53,3265
1.1,Premium,H,VS1,61.3,58,6.66,6.61,4.07,5673
1.23,Ideal,F,VVS2,61.8,56,6.89,6.84,4.24,11141
1.2,Good,G,VS2,64,59,6.8,6.63,4.3,6720
1.22,Premium,E,VVS1,61.1,60,6.87,6.85,4.19,13824
0.71,Ideal,F,VVS2,62.2,56,5.7,5.74,3.56,4167
1.12,Very Good,E,SI1,58.8,61,6.74,6.8,3.98,5447
0.83,Ideal,F,SI1,62.1,57,6,6.02,3.73,3010
2.18,Premium,J,SI1,62.9,59,8.25,8.21,5.18,13938
0.9,Premium,H,SI2,61.1,58,6.21,6.13,3.77,2732
1.29,Premium,I,VS1,63,57,6.99,6.89,4.37,6877
1.73,Fair,H,SI2,65.9,58,7.52,7.45,4.93,6007
0.71,Ideal,E,VS2,61,55,5.79,5.75,3.52,2863
0.9,Very Good,F,VS2,62.3,58,6.14,6.16,3.83,4924
0.89,Ideal,E,SI2,61.8,56,6.15,6.19,3.81,3872
2.19,Ideal,D,SI2,61.8,57,8.23,8.49,5.17,18693
0.74,Ideal,D,SI1,62.2,56,5.82,5.78,3.61,2723
0.9,Ideal,I,SI1,62.3,56,6.18,6.12,3.83,3251
1.22,Ideal,G,VVS1,61.1,56,6.91,6.94,4.23,10888
1.03,Ideal,F,VS2,61.4,58,6.49,6.51,3.99,6809
1.53,Premium,H,VS1,59.4,59,7.58,7.51,4.48,11127
0.9,Very Good,D,SI1,61.1,63,6.17,6.21,3.78,4068
0.85,Very Good,E,VS2,63.6,56,5.97,6.01,3.81,3997
1.35,Premium,H,VS2,61.5,58,7.09,7.15,4.38,7918
1.24,Very Good,E,VS1,62,58,6.9,6.96,4.3,10185
1,Very Good,H,SI2,59.1,62,6.47,6.5,3.83,3575
0.9,Very Good,I,VVS1,63.5,58,6.06,6.09,3.86,4161
1.56,Ideal,H,SI2,62.4,55,7.39,7.48,4.64,9081
0.75,Ideal,E,SI1,62.2,57,5.82,5.86,3.63,2985
1.59,Premium,J,SI1,62.5,60,7.42,7.46,4.65,7695
0.71,Premium,F,VS1,60.1,62,5.77,5.74,3.46,2790
0.7,Ideal,E,SI2,61.9,57,5.66,5.69,3.51,2398
1,Fair,H,SI2,69.5,55,6.17,6.1,4.26,2875
1.01,Good,E,SI1,59.3,64,6.47,6.49,3.84,4399
1.01,Fair,F,VS2,64.8,56,6.3,6.25,4.07,4791
1.42,Good,F,VS2,63.7,57,7.08,6.99,4.48,9542
0.71,Very Good,D,SI2,61.8,63,5.73,5.67,3.52,2279
0.77,Very Good,G,SI1,63,59,5.82,5.84,3.67,2670
1.61,Premium,D,SI1,59,60,7.68,7.6,4.51,12231
1.01,Ideal,J,SI1,62.1,54,6.48,6.4,4,3207
0.54,Very Good,D,VVS2,62.1,55,5.21,5.26,3.25,2318
0.7,Very Good,G,VS2,61.8,55,5.69,5.74,3.53,3026
1,Ideal,E,VS2,62,56,6.42,6.36,3.96,6261
0.73,Premium,H,VS2,61,58,5.76,5.84,3.54,2496
1.51,Premium,G,VS2,62.5,59,7.28,7.34,4.57,12756
1.5,Very Good,H,VS1,63.4,56,7.29,7.25,4.61,10584
1.7,Ideal,J,VS2,62.2,56,7.64,7.61,4.74,9276
1.51,Ideal,G,VVS2,60.5,56,7.45,7.42,4.5,15303
1.03,Ideal,G,SI1,60.1,59,6.6,6.57,3.96,5111
1.04,Very Good,F,SI2,62.3,58,6.44,6.5,4.03,4181
0.9,Good,G,I1,63.6,61,6.07,6.03,3.85,2344
0.71,Very Good,E,VVS2,61.5,61,5.7,5.75,3.52,3580
1.51,Ideal,F,SI1,62.3,57,7.33,7.3,4.56,12459
1.01,Premium,G,I1,59.4,61,6.51,6.45,3.85,3348
0.8,Ideal,G,VS1,61.1,57,5.97,6,3.65,4388
1.01,Very Good,G,VS1,62.2,53,6.48,6.54,4.05,6613
1,Premium,F,SI1,62.2,58,6.39,6.35,3.96,4586
1.12,Very Good,H,SI2,61.8,58,6.62,6.68,4.11,4624
0.85,Very Good,E,SI2,63.1,58,6.02,6,3.79,2966
0.82,Ideal,E,VS1,60,55,6.18,6.08,3.68,3306
1.71,Premium,G,VS2,61.3,58,7.79,7.7,4.75,13951
1.01,Premium,G,VS2,62.9,58,6.39,6.3,3.99,6108
1.06,Premium,D,SI2,59.8,61,6.63,6.58,3.95,4483
2.02,Very Good,I,VS2,58.8,57,8.21,8.29,4.85,14620
0.7,Ideal,F,SI1,60.8,57,5.73,5.71,3.48,2596
1.2,Very Good,G,VVS1,63.3,59,6.72,6.64,4.23,8928
1.87,Ideal,J,SI1,62.3,57,7.88,7.82,4.89,10137
2.01,Ideal,I,VS1,62.5,56,8,7.96,4.99,17523
0.78,Very Good,E,VS1,61,55,5.94,5.96,3.63,3564
1.51,Ideal,I,SI1,62.7,57,7.35,7.3,4.59,8400
1.7,Very Good,H,SI1,63.6,59,7.46,7.55,4.77,11560
0.72,Ideal,G,VVS2,62.6,56,5.7,5.74,3.58,3179
1.7,Fair,G,VS2,64.5,58,7.51,7.43,4.82,14860
1.02,Premium,G,VS1,62,56,6.5,6.43,4.01,6683
1.03,Very Good,F,VS1,62.2,57,6.47,6.51,4.04,7233
1.21,Ideal,H,SI1,61.8,55,6.82,6.86,4.23,6727
1.01,Very Good,F,VS2,61.5,54,6.45,6.5,3.98,7370
1,Premium,H,SI2,59.1,62,6.5,6.47,3.83,3640
0.58,Ideal,G,VVS2,61.9,57,5.36,5.33,3.31,2245
1.51,Very Good,D,SI2,61.7,59,7.28,7.35,4.51,10546
1,Very Good,G,VVS2,63.1,58,6.37,6.33,4.01,7589
1,Good,F,I1,64.2,59,6.26,6.3,4.03,2717
0.9,Premium,F,SI2,61.6,58,6.23,6.15,3.81,3457
1.02,Premium,F,SI2,61.1,62,6.54,6.49,3.98,4057
0.72,Ideal,E,SI1,60.8,55,5.77,5.84,3.53,2869
0.61,Ideal,D,VS2,62,56,5.43,5.48,3.38,2202
0.5,Ideal,F,VVS1,61,57,5.13,5.16,3.14,2165
1.26,Ideal,H,SI1,61.6,56,6.88,6.93,4.26,8110
0.71,Ideal,I,SI1,61.9,56,5.71,5.74,3.54,2660
1.53,Ideal,G,SI2,62.5,57,7.39,7.32,4.6,9596
0.9,Fair,G,I1,66,58,5.96,5.88,3.91,2310
0.6,Premium,F,VVS2,61.3,59,5.45,5.41,3.33,2350
1.72,Very Good,F,SI1,63.2,61,7.62,7.57,4.8,13622
0.81,Very Good,H,VS1,62.2,57,5.91,5.94,3.69,3314
0.61,Ideal,G,VS1,61.5,56,5.48,5.5,3.38,2182
1.01,Very Good,F,SI2,60.8,63,6.32,6.38,3.86,3945
1.11,Ideal,E,SI1,61.1,57,6.64,6.72,4.08,6800
1,Fair,G,SI1,64.4,57,6.32,6.28,4.06,4295
0.75,Ideal,F,VS2,62.3,57,5.81,5.87,3.64,2933
0.9,Premium,H,VVS2,62,58,6.16,6.13,3.81,4355
0.7,Premium,E,VS1,61.8,58,5.71,5.75,3.54,3016
1.63,Premium,G,SI1,61,59,7.64,7.58,4.64,11721
2.21,Premium,F,SI2,59.6,60,8.53,8.49,5.07,16657
0.7,Premium,E,VS1,60.3,58,5.7,5.74,3.45,2930
0.66,Good,F,VS2,64.1,56,5.5,5.46,3.51,2138
0.74,Very Good,F,SI1,61.7,55,5.83,5.87,3.61,2698
0.71,Premium,D,VS2,62.7,58,5.67,5.53,3.54,2683
1.06,Ideal,I,SI1,61.8,55,6.54,6.57,4.04,5697
2.01,Premium,I,SI1,61.3,60,8.09,8.05,4.95,11646
0.9,Fair,G,SI1,65.6,56,6.1,6.03,3.98,3145
0.91,Premium,H,VS2,62.8,58,6.17,6.15,3.87,4128
0.71,Ideal,D,VS2,61.2,57,5.72,5.76,3.51,4029
1.02,Ideal,G,VS2,62.6,57,6.43,6.41,4.02,5922
2.02,Premium,I,VS2,59.6,60,8.25,8.2,4.9,16861
1.2,Good,H,SI2,62.2,62,6.69,6.75,4.18,5082
1.2,Premium,H,SI1,62.2,58,6.78,6.72,4.2,5746
0.71,Very Good,F,SI1,61.9,56,5.67,5.7,3.52,2333
1.02,Premium,D,SI2,61.5,56,6.51,6.47,3.99,4718
0.91,Fair,D,I1,66.2,57,6,5.94,3.95,2491
1.03,Very Good,D,SI2,61.8,60,6.42,6.45,3.98,4478
0.71,Good,I,VS1,63.3,56,5.65,5.69,3.59,2306
0.9,Fair,D,SI2,65.7,60,5.98,5.93,3.91,3205
0.71,Ideal,H,SI1,61.1,57,5.71,5.75,3.5,2313
2.03,Very Good,I,SI2,62.8,60,7.99,8.05,5.04,13063
1.51,Fair,H,SI1,66.5,56,7.03,6.99,4.66,8010
1.51,Good,D,VS1,63.7,55,7.28,7.22,4.62,17111
1.12,Premium,G,SI1,59.5,62,6.81,6.76,4.04,5181
1.5,Good,F,VS2,64,56,7.18,7.13,4.64,10134
1.56,Ideal,F,SI1,61.2,57,7.52,7.48,4.59,11148
2.01,Very Good,E,SI1,62.7,57,8.03,8.11,5.06,17676
1.2,Very Good,H,VVS1,63.3,56,6.75,6.7,4.26,6672
1.01,Premium,F,SI2,62.6,60,6.35,6.37,3.98,4416
1,Premium,H,SI1,61.7,59,6.41,6.36,3.94,4144
1,Premium,E,SI1,61.6,59,6.38,6.41,3.94,5500
0.71,Fair,G,VS1,65.5,55,5.62,5.53,3.65,2686
1.23,Premium,J,VS2,62.7,58,6.81,6.77,4.26,4856
1.06,Premium,E,VS1,59.1,58,6.66,6.71,3.95,6669
0.91,Very Good,H,SI1,62.2,60,6.16,6.22,3.85,3734
1.1,Very Good,F,VS2,62,59,6.56,6.6,4.08,6708
1.01,Very Good,E,SI1,62.3,56,6.36,6.42,3.98,5339
1.2,Very Good,G,VVS2,62.1,58,6.74,6.78,4.2,9337
0.78,Ideal,G,VS2,62,57,5.9,5.86,3.65,3590
0.72,Ideal,H,VS1,61.8,55,5.78,5.81,3.58,3167
1.01,Good,G,SI2,63.4,57,6.32,6.37,4.02,3852
0.9,Premium,I,VS2,58.7,60,6.35,6.28,3.7,2923
1.02,Ideal,D,VVS2,62.2,59,6.41,6.46,4,11573
1.09,Ideal,G,SI1,62.2,56,6.6,6.55,4.09,5022
1.71,Premium,D,SI2,60.6,60,7.76,7.69,4.68,13325
1.52,Premium,I,VS2,61.7,61,7.35,7.3,4.52,6793
1,Ideal,F,VS1,61.7,55,6.42,6.39,3.95,7056
1.09,Ideal,H,VS2,61.3,56,6.57,6.63,4.05,6288
1,Very Good,D,SI2,63.3,56,6.38,6.35,4.03,4704
0.79,Premium,H,VS2,61.1,59,5.96,5.93,3.63,2362
1.53,Ideal,G,VVS2,61,55,7.5,7.44,4.56,15505
1.06,Very Good,G,VS1,60.5,56,6.65,6.6,4.01,6707
0.7,Premium,G,SI2,61.1,60,5.67,5.62,3.45,2177
1.5,Very Good,I,VS1,60.4,59,7.35,7.42,4.46,9759
1.01,Premium,G,VS2,62.5,60,6.37,6.31,3.96,5620
1.71,Premium,H,VS2,58.8,60,7.85,7.8,4.6,12607
1.24,Very Good,I,VS2,60,58,6.98,7.03,4.2,6134
0.71,Ideal,D,SI2,61.3,57,5.71,5.78,3.52,2610
0.71,Very Good,D,VS1,62.5,58,5.68,5.71,3.56,3333
1.5,Fair,H,I1,66.6,54,7.05,7.01,4.68,4939
0.71,Premium,F,VS2,60.8,58,5.79,5.76,3.51,2694
1.13,Premium,H,SI1,60.9,59,6.79,6.7,4.11,5050
0.7,Ideal,G,SI1,62.5,56,5.67,5.69,3.55,2478
1.14,Good,I,SI1,63.5,56,6.58,6.62,4.19,4702
0.82,Premium,E,VS2,59.7,61,6.08,6.04,3.62,3697
1.21,Premium,F,SI2,59,60,6.99,6.94,4.11,6092
0.7,Ideal,D,VS2,62.7,57,5.65,5.67,3.55,3448
1.7,Very Good,D,SI2,60.8,59,7.76,7.83,4.75,11431
1.57,Very Good,I,VS2,60.2,58,7.51,7.57,4.54,9443
1,Very Good,F,VS2,62.9,59,6.3,6.33,3.97,5929
1.13,Premium,G,VS2,60.1,59,6.82,6.75,4.08,6561
2.06,Premium,H,SI1,62.4,59,8.11,8.07,5.05,14863
0.9,Very Good,G,SI1,62.6,60,6.09,6.14,3.83,3919
0.9,Premium,F,SI2,61.1,54,6.29,6.27,3.84,3457
1.2,Ideal,G,VS2,61.9,56,6.86,6.81,4.23,7548
1.01,Good,E,SI1,64.1,59,6.35,6.31,4.06,4480
1.14,Very Good,J,SI1,63.3,55,6.6,6.67,4.2,4173
1.53,Ideal,G,VS2,61.6,57,7.4,7.3,4.53,13369
1.13,Ideal,D,VVS2,60.1,57,6.78,6.83,4.09,12150
1.62,Ideal,F,SI1,62.7,56,7.44,7.5,4.68,12712
1.01,Fair,E,SI1,65.3,59,6.13,6.19,4.02,4844
1.01,Good,F,SI2,63,60,6.28,6.35,3.98,3827
0.7,Very Good,F,SI1,61.3,59,5.68,5.74,3.5,2401
0.92,Good,H,VS1,62.3,63,6.18,6.3,3.88,4116
1.76,Ideal,I,VS1,62,57,7.74,7.71,4.79,11722
1.47,Very Good,E,VS2,62.4,59,7.13,7.2,4.47,12547
1,Very Good,G,VVS2,62.1,59,6.34,6.45,3.97,7242
1.02,Good,F,SI2,63.8,53,6.37,6.46,4.09,4162
1.22,Premium,D,SI1,62.3,60,6.84,6.8,4.25,5739
1.02,Very Good,F,SI1,62.8,55,6.4,6.43,4.03,5301
0.71,Ideal,E,VS1,61.1,57,5.74,5.78,3.52,4053
1.5,Fair,J,VS2,64.5,59,7.2,7.07,4.6,5846
2,Premium,H,SI2,62.7,58,8.06,8.01,5.04,12168
0.79,Good,E,SI1,64.1,54,5.86,5.84,3.75,2849
0.82,Ideal,H,VS1,61.5,56,6,6.04,3.7,3364
2.04,Premium,H,SI2,62.8,57,8.13,8.08,5.09,13790
1.01,Very Good,F,SI1,61.9,58,6.41,6.44,3.98,5383
1.24,Premium,H,VS1,62.2,59,6.9,6.83,4.27,7222
1.02,Ideal,D,VVS2,61,56,6.52,6.55,3.99,11765
0.74,Ideal,G,VS2,62.9,54,5.81,5.78,3.64,2723
0.9,Very Good,I,VS2,62,63,6.13,6.03,3.77,3338
2,Good,I,VS2,63.3,56,7.98,8.03,5.07,16544
0.78,Ideal,D,VS2,62.3,54,5.87,5.91,3.67,4183
2.1,Good,H,SI1,63.7,61,8.1,8.07,5.15,12121
2.63,Ideal,J,SI2,62.1,57,8.83,8.88,5.5,16914
1.66,Premium,J,VVS2,62.6,59,7.58,7.54,4.73,10062
1.23,Very Good,F,SI2,60.9,58,6.93,6.96,4.23,4661
1.4,Ideal,H,IF,60.9,57,7.22,7.29,4.42,10976
0.72,Premium,F,VVS1,62.8,58,5.75,5.68,3.59,3689
1.01,Very Good,E,VS2,62.9,58,6.37,6.47,4.04,6221
1.7,Very Good,I,SI1,61.9,62,7.52,7.58,4.67,10680
1.17,Ideal,I,SI1,61.7,56,6.73,6.78,4.17,6405
1.07,Premium,G,VS2,62.1,58,6.55,6.59,4.08,6355
0.87,Ideal,H,SI2,63,57,6.07,6.02,3.81,2307
1.02,Good,F,SI2,59.2,58,6.51,6.56,3.87,4356
1,Good,F,SI1,64.1,60,6.25,6.19,3.99,4586
1.06,Ideal,F,VVS2,61.1,57,6.62,6.57,4.03,8776
1.5,Good,H,VS2,63.9,59,7.25,7.18,4.61,8165
1.15,Very Good,H,VVS2,58.8,58,6.87,6.9,4.05,6793
1.2,Premium,F,SI2,62.7,60,6.73,6.67,4.21,4274
0.77,Good,H,SI2,58.6,64,6.01,5.93,3.5,2262
1.04,Premium,H,VS2,60.4,59,6.66,6.51,3.98,5777
0.81,Ideal,I,SI1,61.3,56,6.27,6.23,3.83,3043
1.02,Premium,H,VS2,62.4,58,6.43,6.39,4,5454
1.51,Premium,H,SI1,62.3,59,7.29,7.23,4.52,10274
1.01,Very Good,G,VS2,63.2,55,6.39,6.34,4.02,5701
1.13,Premium,H,SI1,62.1,58,6.7,6.66,4.15,4689
0.59,Premium,D,VVS2,62.6,58,5.34,5.4,3.36,2515
1.05,Very Good,I,VS2,63.2,56,6.47,6.51,4.1,4895
0.71,Very Good,H,SI2,63.2,58,5.63,5.67,3.57,2259
0.58,Very Good,D,VVS2,63,56,5.28,5.35,3.35,2400
2.01,Good,G,SI1,63.9,60,7.81,7.75,4.97,17804
1.42,Premium,F,SI2,59.7,57,7.33,7.3,4.37,7755
1.12,Very Good,E,VS2,62.8,57,6.61,6.64,4.16,7589
0.81,Ideal,E,SI1,61.3,57,6.08,6.03,3.71,3338
1.11,Premium,G,SI2,60.7,56,6.73,6.68,4.07,4882
0.74,Premium,H,VS2,62.1,56,5.83,5.79,3.61,2532
0.9,Good,E,SI2,63.6,59,6.05,6.09,3.86,3584
1.29,Premium,H,SI2,61,57,7.13,6.95,4.31,5418
1.15,Premium,G,VVS2,58.4,59,6.92,6.84,4.02,8501
2,Very Good,G,SI1,62.5,58,7.98,8.04,5.01,18186
0.71,Very Good,E,SI1,63.1,58,5.65,5.69,3.58,2511
0.83,Ideal,I,SI1,61.9,57,5.96,6.02,3.71,3314
1.01,Premium,D,SI1,61.6,60,6.47,6.43,3.97,5543
1,Very Good,F,VS1,58.4,63,6.58,6.47,3.81,6098
1.2,Ideal,I,VS2,61.1,58,6.83,6.86,4.18,6303
1.5,Good,G,SI2,57.5,63,7.53,7.49,4.32,6006
1.52,Premium,F,SI2,60.7,61,7.47,7.36,4.5,6554
1.6,Very Good,H,SI1,63.2,55,7.46,7.41,4.7,9946
1.01,Premium,D,SI2,58.9,59,6.54,6.49,3.84,3337
2.05,Premium,I,SI2,62,58,8.13,8.08,5.02,9850
1.25,Premium,J,VS2,62.2,59,6.86,6.88,4.27,5299
0.75,Premium,I,VS2,60,57,5.93,5.9,3.55,2329
1.72,Very Good,J,VS2,60.9,61,7.77,7.79,4.74,10477
0.9,Very Good,D,SI1,63.5,57,6.15,6.11,3.89,4304
2.1,Very Good,H,SI1,62.9,57,8.12,8.19,5.13,18480
0.7,Ideal,I,VS2,62.2,55,5.66,5.69,3.53,2232
0.48,Very Good,E,VVS1,60.6,56,5.13,5.06,3.09,2275
1.51,Ideal,I,VS1,63.2,57,7.4,7.28,4.62,10655
0.8,Very Good,H,SI2,63.4,58,5.87,5.84,3.71,2502
0.77,Very Good,G,VS1,62.3,58,5.82,5.86,3.64,3240
0.9,Ideal,I,VS2,62.6,54.3,6.14,6.17,3.86,3820
0.67,Very Good,D,SI1,60.2,60,5.61,5.68,3.4,2007
1.51,Premium,I,SI2,62.7,55,7.37,7.28,4.59,7766
1.23,Premium,D,SI1,62.5,58,6.85,6.79,4.27,7715
1.1,Premium,H,SI2,62.8,55,6.68,6.57,4.16,4004
2.02,Very Good,J,SI1,63,56,7.95,8.01,5.03,12267
1.08,Ideal,G,VS2,62.5,56,6.57,6.54,4.1,6530
2.1,Very Good,J,VS2,61.5,60.7,8.16,8.21,5.03,13340
0.78,Very Good,I,SI2,60.6,58,5.92,5.97,3.6,2271
1.5,Premium,F,SI2,58.5,60,7.52,7.48,4.39,7644
0.5,Very Good,E,VVS2,62.4,55,5.08,5.11,3.18,2275
1.3,Ideal,G,VS2,61.9,55,7.01,7.04,4.35,9060
0.51,Ideal,E,VVS1,62,57,5.12,5.14,3.18,2527
0.73,Premium,G,VS2,60.3,57,5.88,5.82,3.53,2581
0.72,Premium,F,SI1,60.1,59,5.83,5.81,3.5,2492
0.74,Very Good,I,VVS2,62.8,55,5.75,5.78,3.62,2600
0.9,Very Good,H,VS1,63.5,59,6.13,6.1,3.88,4234
1.02,Ideal,G,VS1,61.5,55,6.49,6.52,4,7357
1.07,Very Good,F,SI2,59.4,60,6.68,6.75,3.99,4552
1.79,Premium,G,VS1,61.7,59,7.85,7.74,4.81,18419
1.31,Premium,J,SI1,59.6,59,7.16,7.13,4.26,5876
0.72,Very Good,H,VS2,62.5,58,5.67,5.73,3.56,2444
2.14,Premium,I,SI2,62.1,58,8.31,8.23,5.13,12970
1.34,Very Good,H,SI1,61.6,59,7.04,7.09,4.35,7655
2.04,Ideal,H,SI2,62,56,8.18,8.23,5.09,16319
1,Very Good,E,SI1,63,54,6.36,6.4,4.02,7145
0.71,Ideal,G,VS2,62.5,56,5.67,5.72,3.56,2543
1.51,Good,E,SI1,63.6,56,7.34,7.23,4.63,12490
1.04,Very Good,G,IF,60.7,58,6.52,6.65,4,8655
1,Good,F,SI2,63.8,58,6.28,6.33,4.02,4081
1.01,Fair,F,SI2,66.7,64,6.14,6.05,4.06,3597
1.1,Ideal,H,VS1,61.4,57,6.65,6.64,4.08,6470
2.1,Premium,J,SI1,62.9,58,8.15,8.09,5.11,13930
1.5,Fair,D,SI2,68.8,57,6.9,6.86,4.73,7469
0.7,Premium,E,SI1,61,56,5.75,5.69,3.49,2576
1.52,Very Good,F,VVS2,63.7,57,7.28,7.31,4.65,16786
1.53,Ideal,I,SI2,62.4,54,7.34,7.41,4.6,7859
1,Premium,E,VVS2,61.6,59,6.46,6.42,3.97,9050
1.22,Premium,G,VS1,62.2,59,6.87,6.82,4.26,8739
1.59,Very Good,G,SI1,59.5,61,7.57,7.65,4.53,10963
1,Good,H,SI2,63.8,57,6.32,6.28,4.02,3640
0.7,Very Good,H,VVS1,59.2,60,5.87,5.78,3.45,2893
0.61,Ideal,H,IF,62,54.4,5.44,5.47,3.38,2438
1.1,Very Good,F,VS2,62.8,56,6.56,6.59,4.13,7174
0.72,Premium,E,SI1,62.1,58,5.73,5.76,3.57,2831
1.37,Very Good,G,VS1,58.3,60,7.3,7.35,4.27,10226
1.11,Premium,I,SI1,61.9,58,6.63,6.61,4.1,3978
0.71,Very Good,E,VS1,63.3,56,5.64,5.68,3.58,3061
0.55,Ideal,G,VVS1,60,56,5.35,5.39,3.21,2077
1.52,Ideal,G,VS2,61.4,56,7.39,7.47,4.56,14692
1.01,Very Good,E,VS2,59.3,59,6.5,6.56,3.87,5760
1.01,Premium,G,SI1,59.6,58,6.61,6.54,3.92,5034
1.24,Premium,J,VS2,61.4,59,6.91,6.83,4.22,5026
1.13,Premium,G,SI1,60.9,58,6.75,6.72,4.1,5600
0.7,Fair,G,VVS2,65.3,61,5.58,5.48,3.61,2710
1.76,Very Good,H,VS2,62.2,60,7.68,7.72,4.79,13503
0.79,Ideal,E,VS2,62.2,55,5.97,5.9,3.69,3861
0.63,Very Good,D,IF,59.6,59,5.55,5.59,3.32,4800
1.15,Very Good,D,SI1,61.7,58,6.69,6.76,4.15,5932
1.56,Premium,J,VS1,61.1,59,7.52,7.49,4.58,8476
1,Ideal,I,SI2,58.8,55,6.53,6.46,3.82,3629
1.01,Premium,G,VVS2,62,56,6.49,6.41,4,6670
0.72,Ideal,E,VS2,60.8,57,5.79,5.82,3.53,3091
1.53,Premium,H,SI2,61.5,60,7.46,7.39,4.56,6512
1.03,Ideal,F,SI2,62.4,57,6.43,6.38,4,3807
0.9,Very Good,I,VS2,63,60,6.15,6.17,3.88,3709
2.01,Premium,I,VS2,59.2,62,8.17,8.14,4.83,16778
1.84,Premium,H,SI1,59.7,58,7.98,8.01,4.77,13779
0.8,Ideal,D,SI2,61.9,54,5.98,5.96,3.7,3682
1.01,Very Good,D,SI1,60.7,58,6.49,6.45,3.93,5422
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,12791
1,Premium,E,SI2,61.7,58,6.39,6.34,3.93,4704
1.27,Ideal,J,VS2,61.8,54,6.95,6.98,4.31,5285
0.71,Good,G,VS2,64.2,58,5.62,5.59,3.6,2623
1.03,Premium,D,SI2,60.6,60,6.52,6.46,3.93,5076
0.71,Ideal,E,SI2,61.9,56,5.73,5.76,3.56,2458
1.07,Ideal,E,VS2,60,56,6.64,6.62,3.98,7190
0.9,Good,E,SI1,60.4,58,6.12,6.24,3.73,4147
1.03,Ideal,H,SI1,61.7,57,6.47,6.53,4.01,5418
1.09,Ideal,I,VS2,61.9,56,6.62,6.67,4.09,5421
1,Very Good,G,VS2,60,55,6.41,6.52,3.88,5385
1.17,Ideal,H,VS2,60.3,61,6.84,6.8,4.11,6324
0.9,Good,E,SI2,63.7,63,6.05,6.1,3.87,3595
1.11,Good,J,IF,58.3,62,6.77,6.84,3.97,5361
0.71,Very Good,G,VS2,60.4,61,5.77,5.81,3.5,2492
1.03,Good,G,SI1,63.2,58,6.38,6.43,4.05,4679
1.03,Fair,J,SI2,56.2,62,6.73,6.69,3.77,3246
1.79,Very Good,F,VS2,62.8,59,7.7,7.8,4.87,18429
